eo,Sn,Z,kni,krcf,Vm,Vj,e,kf
29.99994,1339.554069793363,0.7786755907311962,1000000.0,38.93377953655981,5.9669853257946844e-06,5.940523522211019e-06,28.18926843043008,38.97837060462507
29.99994,2528.8630950725974,0.39392579748854606,1000000.0,19.696289874427304,2.0449345422944412e-05,2.0285310712414537e-05,23.81697729485605,19.86255123142024
29.99994,3423.668014561585,0.519522816051267,1000000.0,25.976140802563354,1.4863432182223113e-05,1.4799183354007582e-05,25.489148913698486,26.05612314166273
29.99994,1912.2082774300745,0.5235637972115421,1000000.0,26.178189860577106,1.4701413199299107e-05,1.458924834221858e-05,25.553137105291775,26.31875616525582
29.99994,2058.66249592223,0.5113197102447478,1000000.0,25.56598551223739,1.5195256349589432e-05,1.508391996922448e-05,25.40236119338038,25.703058666507317
29.99994,2856.741040974117,0.278606209165079,1000000.0,13.93031045825395,2.6917248664208727e-05,2.6665992030142796e-05,21.872145629212476,14.1271323944842
29.99994,2965.670313969047,0.5810241141124857,1000000.0,29.051205705624284,1.2493189360126348e-05,1.244078129716624e-05,26.207989860623726,29.122141523283684
29.99994,1828.319761075233,0.3672479040147243,1000000.0,18.362395200736216,2.180445180030885e-05,2.1547477638788607e-05,23.43226881569723,18.609976451282048
29.99994,2023.7445024578628,0.58284780219681,1000000.0,29.1423901098405,1.2425839014169266e-05,1.2350009663323095e-05,26.235657054619118,29.245310789641337
29.99994,3735.8375066759527,0.48419347060932455,1000000.0,24.209673530466226,1.63217865018101e-05,1.6250787193466487e-05,25.046700063431413,24.293524132408432
29.99994,3737.180162235469,0.753856254574444,1000000.0,37.6928127287222,6.712705476828086e-06,6.70066976522767e-06,27.957575855558606,37.712602840245694
29.99994,3664.8699275574577,0.6499159689343348,1000000.0,32.49579844671674,1.005197411107238e-05,1.002447905505941e-05,26.94447878401789,32.53625834266389
29.99994,1410.0302416961404,0.3080694385272409,1000000.0,15.403471926362045,2.5097381953606435e-05,2.4658481210184513e-05,22.48403492713576,15.775584704931422
29.99994,3523.302230380632,0.47751367361265007,1000000.0,23.875683680632502,1.6606431557634382e-05,1.652852740941622e-05,24.962044845609935,23.966747264973502
29.99994,2138.8180226710683,0.20414001985657707,1000000.0,10.207000992828853,3.2266224019467e-05,3.178668978947964e-05,20.3113569521666,10.506164922229868
29.99994,3415.411032431838,0.5030534736662129,1000000.0,25.152673683310645,1.5533697956799722e-05,1.5463368706061322e-05,25.286705218392505,25.23814568099938
29.99994,2584.870199808566,0.4817521621078541,1000000.0,24.087608105392704,1.6425474069468648e-05,1.6321757986319756e-05,25.025068165769735,24.209707163793926
29.99994,1782.9183860703233,0.27683854338597524,1000000.0,13.841927169298762,2.7030942886222143e-05,2.6627245466836684e-05,21.88395558170818,14.157669122515257
29.99994,1183.3932041197932,0.6840082227741975,1000000.0,34.200411138709875,8.915165504828921e-06,8.848504749940892e-06,27.302915752218013,34.30240544074661
29.99994,3110.209141657506,0.6011451953900459,1000000.0,30.05725976950229,1.1758697463179034e-05,1.171440906139027e-05,26.429388118088244,30.118746585295064
29.99994,3159.92276895355,0.7765764475490486,1000000.0,38.82882237745243,6.0293601852818215e-06,6.017877641402123e-06,28.16569089490063,38.848127910820466
29.99994,2830.0692612978646,0.47435650530609214,1000000.0,23.717825265304608,1.674200774532961e-05,1.664354852311398e-05,24.926986410154857,23.832388370312806
29.99994,1996.747210218508,0.5800509377244794,1000000.0,29.002546886223968,1.252919448643029e-05,1.2451066502589337e-05,26.204854930010764,29.108209968226294
29.99994,1699.891806232427,0.312327601748572,1000000.0,15.616380087428599,2.4845299613946924e-05,2.4487396423475546e-05,22.53618157012465,15.922446265789219
29.99994,2300.704270309693,0.7021419625184695,1000000.0,35.10709812592347,8.327725049719435e-06,8.297690383832126e-06,27.470803971007967,35.15393449626089
29.99994,3274.3772780824706,0.5484120674839955,1000000.0,27.420603374199775,1.3725241097247259e-05,1.3667949014023358e-05,25.83394914052568,27.494869378360185
29.99994,1995.0458430286667,0.7633832696528031,1000000.0,38.16916348264016,6.424310350683659e-06,6.403689626756192e-06,28.048095401764712,38.203395419119076
29.99994,2285.1940405713713,0.48564277316996035,1000000.0,24.282138658498017,1.6260416887628256e-05,1.614553251244432e-05,25.07878169020697,24.418231095442582
29.99994,3035.773942631062,0.26594063072688207,1000000.0,13.297031536344104,2.7744177109573956e-05,2.7492917174622902e-05,21.62009884517494,13.487118103265495
29.99994,2516.4977326570784,0.3390116356831784,1000000.0,16.95058178415892,2.3321690578044502e-05,2.31075410025108e-05,22.95676150243471,17.144741810285126
29.99994,3845.178368951707,0.798108383035149,1000000.0,39.90541915175745,5.395456130034529e-06,5.387895971945491e-06,28.357709307751012,39.918392581177656
29.99994,2032.882759902323,0.5720341311245853,1000000.0,28.601706556229267,1.282753382641317e-05,1.274709935601323e-05,26.114624116287164,28.70936431545012
29.99994,1698.507339923804,0.3504412540338087,1000000.0,17.522062701690437,2.2696521739661885e-05,2.2397235809300857e-05,23.173262525325097,17.800704329692042
29.99994,1563.8394108453858,0.3883993946584949,1000000.0,19.419969732924745,2.0724277062106232e-05,2.0453227269015167e-05,23.76579632840418,19.69236802181191
29.99994,2983.9269350818577,0.2712017823481727,1000000.0,13.560089117408635,2.7397168079117155e-05,2.71479073575736e-05,21.725257837411565,13.751441239705988
29.99994,1681.6901288055656,0.44072480747521964,1000000.0,22.036240373760982,1.822999890704473e-05,1.803449980403803e-05,24.503024459729208,22.25190688992214
29.99994,1025.606552010904,0.7967205163120912,1000000.0,39.83602581560456,5.435925849234995e-06,5.40726622514297e-06,28.35180525457642,39.88515904776159
29.99994,1503.7301745420248,0.6997687598203984,1000000.0,34.98843799101992,8.403952741010341e-06,8.357246287926027e-06,27.452651331440148,35.061108023059425
29.99994,2436.6941015949233,0.7217990579135989,1000000.0,36.08995289567994,7.703650633458769e-06,7.679372165264185e-06,27.659267364027475,36.12860137581792
29.99994,1172.4310602131225,0.4743396593508735,1000000.0,23.716982967543675,1.6742732962724047e-05,1.6507007025380223e-05,24.968604258664108,23.991948689333224
29.99994,2413.7150015431325,0.6174135899166828,1000000.0,30.870679495834143,1.1178207526759177e-05,1.1126678526206108e-05,26.608528385212377,30.9436745037464
29.99994,3944.811169384817,0.6551559971439616,1000000.0,32.75779985719808,9.874380540130266e-06,9.849725383653121e-06,26.997743703062525,32.79429812494173
29.99994,1583.7469225960135,0.648986846078222,1000000.0,32.4493423039111,1.0083575678766962e-05,1.0019780627423998e-05,26.945910864761164,32.54317601425647
29.99994,2853.341414484259,0.345881648358765,1000000.0,17.29408241793825,2.2944059398004784e-05,2.2761035193196415e-05,23.06237647311373,17.46243044058618
29.99994,2066.9532062782037,0.25545096136924483,1000000.0,12.772548068462243,2.84517076152164e-05,2.8065386259923955e-05,21.445610267975177,13.056960698970496
29.99994,1636.253365489475,0.21731034314116832,1000000.0,10.865517157058417,3.12240329381531e-05,3.0639353209455e-05,20.661065141758115,11.248621088539739
29.99994,1708.5381944302962,0.758465483066411,1000000.0,37.92327415332055,6.572838913731932e-06,6.5476497507296774e-06,28.004216355977594,37.964890966375705
29.99994,1057.4834232568153,0.655596562111731,1000000.0,32.77982810558655,9.859497646959123e-06,9.768421300316865e-06,27.02252518766342,32.91487280014677
29.99994,3695.058163069895,0.653679811265704,1000000.0,32.6839905632852,9.924302913018995e-06,9.89771930858533e-06,26.98311515474319,32.723278381866216
29.99994,1436.8144937247775,0.5676412401583159,1000000.0,28.382062007915792,1.299234395263585e-05,1.2875913958655402e-05,26.075361425401834,28.53709802555065
29.99994,1918.6891996908012,0.7343116774827569,1000000.0,36.71558387413785,7.313010030127229e-06,7.285242608350236e-06,27.779398052974848,36.76036231672803
29.99994,1226.8827858248912,0.2682003677715967,1000000.0,13.410018388579836,2.7594506819965824e-05,2.6987515516813788e-05,21.774145270475156,13.875636819719626
29.99994,3712.8149542763676,0.20602682332502886,1000000.0,10.301341166251444,3.211387972548232e-05,3.1838493645603015e-05,20.2955671368202,10.473533510590443
29.99994,3784.5560500234965,0.29792077684662943,1000000.0,14.896038842331471,2.5708892769871236e-05,2.5535427885571564e-05,22.216741580477784,15.03868676344621
29.99994,2918.9714337041514,0.7820947703425849,1000000.0,39.10473851712924,5.865655792352665e-06,5.853892430216047e-06,28.21567358727015,39.12462158369488
29.99994,1910.261729261537,0.39812110078589064,1000000.0,19.906055039294532,2.0242559588614894e-05,2.0030303536626175e-05,23.894703482036338,20.123107261793944
29.99994,2034.0060301482395,0.4799230585209512,1000000.0,23.99615292604756,1.6503418529833367e-05,1.6370591625111502e-05,25.010183672666013,24.152160411099153
29.99994,3605.317053079921,0.7812185898643926,1000000.0,39.06092949321963,5.8915902399382875e-06,5.881978268162703e-06,28.207113023864007,39.077161946230106
29.99994,1346.5668261701235,0.6798178010007478,1000000.0,33.99089005003739,9.052572022581284e-06,8.992120644906049e-06,27.259141627432633,34.08294895054272
29.99994,2653.800073661572,0.7833645325618395,1000000.0,39.16822662809197,5.828110191755952e-06,5.815338907178106e-06,28.22742470109211,39.18983997035955
29.99994,1680.1590444249973,0.4390293106388346,1000000.0,21.95146553194173,1.8307239266141743e-05,1.8109911233924704e-05,24.48003905589975,22.168529455334358
29.99994,2393.0352006625526,0.7138210613458094,1000000.0,35.69105306729047,7.955380679873542e-06,7.929021525342282e-06,27.58317423907567,35.73266691424071
29.99994,3937.009227208815,0.5851791436624146,1000000.0,29.25895718312073,1.2339970381168623e-05,1.2301413428772251e-05,26.25046918691022,29.311412035188244
29.99994,3246.853685152571,0.5293983885669309,1000000.0,26.469919428346543,1.4469127908835313e-05,1.440493442832373e-05,25.609315986246923,26.550968962645232
29.99994,2984.1679438455712,0.37823369844240884,1000000.0,18.911684922120443,2.1237765997751008e-05,2.1087688854056906e-05,23.572412437283454,19.0591963618086
29.99994,1437.1579839698934,0.7736971620854425,1000000.0,38.684858104272124,6.115122543762115e-06,6.089212878047108e-06,28.14394791477124,38.72830887438303
29.99994,1364.8879008174813,0.37848818007365637,1000000.0,18.92440900368282,2.122478607339006e-05,2.0899782523446622e-05,23.629686286853467,19.24510492941806
29.99994,1466.4269112906,0.2797828641200153,1000000.0,13.989143206000765,2.6841867160719322e-05,2.635937811181486e-05,21.96560155151883,14.370135569959952
29.99994,2999.3875352210143,0.7793183223003264,1000000.0,38.96591611501632,5.947912139120627e-06,5.936140521797252e-06,28.190604368956198,38.98576014138384
29.99994,3612.7777813016432,0.5617023039391316,1000000.0,28.08511519695658,1.3216685474773048e-05,1.3168510890796263e-05,25.986177880485297,28.1486834812519
29.99994,3758.3285151765,0.2736478655871823,1000000.0,13.682393279359115,2.723754945258768e-05,2.7041572394595207e-05,21.75766873412738,13.833685585552322
29.99994,2772.7998857745833,0.7054404516573589,1000000.0,35.27202258286795,8.222097273968782e-06,8.197788626286502e-06,27.501254026707873,35.31005957731891
29.99994,1622.723174057074,0.4820795315226596,1000000.0,24.10397657613298,1.6411547147586125e-05,1.6247229427820236e-05,25.047784470400387,24.297731597298945
29.99994,1117.131791858443,0.536196765308181,1000000.0,26.80983826540905,1.420088216111431e-05,1.4022627737119508e-05,25.72584306572597,27.03752436560553
29.99994,1721.4490874448375,0.6393885068519436,1000000.0,31.96942534259718,1.0412039461838305e-05,1.0349441737303363e-05,26.845430158469934,32.060473264396954
29.99994,2936.4652529739114,0.529993176169054,1000000.0,26.499658808452697,1.4445556394557876e-05,1.4374841244887524e-05,25.618488388558283,26.589028087730675
29.99994,2762.256210636237,0.2540059262785612,1000000.0,12.70029631392806,2.855087446289877e-05,2.8258789625882082e-05,21.38666092203114,12.913988502808118
29.99994,2678.1186289759935,0.25987742248752377,1000000.0,12.993871124376188,2.8150532874985236e-05,2.785771185321975e-05,21.50890942713862,13.21180097971822
29.99994,1656.5174161369137,0.2089403854301095,1000000.0,10.447019271505475,3.188067542360701e-05,3.1278698040106194e-05,20.46619283737563,10.830205745631234
29.99994,2397.3452428207247,0.5451249495312944,1000000.0,27.25624747656472,1.3852447496347006e-05,1.3772864514657181e-05,25.801970895932488,27.358985163470038
29.99994,2772.8922982166814,0.42658107369770315,1000000.0,21.329053684885157,1.8881294367420228e-05,1.8753596592093403e-05,24.28384375872993,21.466348697507872
29.99994,1355.0177467750957,0.2721098417935938,1000000.0,13.605492089679691,2.7337787322521437e-05,2.679714882738981e-05,21.832169037411585,14.024132320574015
29.99994,3780.4003372682396,0.5838691017384581,1000000.0,29.193455086922903,1.2388190571086932e-05,1.2347727659828077e-05,26.236352609284403,29.248412297070352
29.99994,2620.427061559224,0.317926323682512,1000000.0,15.8963161841256,2.4517749575399986e-05,2.4290478275934136e-05,22.596202221495275,16.092750228826333
29.99994,3701.9084660530143,0.20735241980069435,1000000.0,10.367620990034718,3.2007473081182444e-05,3.173310205897883e-05,20.32769049242325,10.540000174660682
29.99994,1939.99984324276,0.7434861677114448,1000000.0,37.17430838557224,7.029745457684576e-06,7.0043645793011e-06,27.865009676229022,37.215619488907066
29.99994,1758.7210012601672,0.26270324010342666,1000000.0,13.135162005171333,2.79602718493493e-05,2.7522713783646333e-05,21.611016838744593,13.464470115618122
29.99994,2168.8032475020373,0.563321203192964,1000000.0,28.166060159648197,1.3155356352287925e-05,1.3076040731702836e-05,26.014362784976974,28.271003837339297
29.99994,3756.293992493808,0.680049332748995,1000000.0,34.00246663744975,9.044963398551918e-06,9.023235908984713e-06,27.249657694941458,34.03554148056379
29.99994,1945.220715152731,0.6279551835272572,1000000.0,31.39775917636286,1.080815998228882e-05,1.0748438817796969e-05,26.72381584833548,31.483451779456793
29.99994,1163.7960879917525,0.6450874436317118,1000000.0,32.25437218158559,1.0216574393684594e-05,1.0127667011604396e-05,26.91302709486298,32.38460873202062
